utm_source,utm_medium,utm_campaign,utm_content,visit_date,UV,purchase_1d,purchase_3d,purchase_7d,cvr_1d,cvr_3d,cvr_7d,결제금액_1d,결제품목_1d,결제금액_3d,결제품목_3d,결제금액_7d,결제품목_7d,결제금액_total_1d,결제품목_total_1d,purchase_total_1d,결제금액_total_3d,결제품목_total_3d,purchase_total_3d,결제금액_total_7d,결제품목_total_7d,purchase_total_7d,UV_total,날짜_dt
kakao,text,welcomemsg,homepage,2025-06-24,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-24
youtube,video,influencer,joetube,2025-06-23,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-23
kakao,text,kakaofeed,250528_3,2025-06-23,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,4246000,-,2,4930000,-,2,4930000,-,2,24,2025-06-23
kakao,text,kakaofeed,250528_4,2025-06-23,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-06-23
kakao,text,kakaofeed,250528_2,2025-06-23,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-06-23
kakao,text,welcomemsg,homepage,2025-06-23,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-23
kakao,text,chatroom,menu_brand,2025-06-23,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-23
kakao,text,chatroom,menu_kyungokgo,2025-06-23,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-23
youtube,video,influencer,joetube,2025-06-22,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-22
teampower,free,chuseok,2,2025-06-22,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,80,2025-06-22
youtube,video,influencer,sunjamom,2025-06-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-22
kakao,text,chatroom,menu_gongjindan,2025-06-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-22
kakao,text,chatroom,menu_brand,2025-06-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-22
youtube,video,influencer,kimjebeop,2025-06-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-22
kakao,text,chatroom,menu_kyungokgo,2025-06-22,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-22
youtube,video,influencer,joetube,2025-06-21,9,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-21
kakao,text,welcomemsg,homepage,2025-06-21,3,0,0,0,0.0,0.0,0.0,148000,녹용경옥고 (1),148000,녹용경옥고 (1),148000,녹용경옥고 (1),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-21
youtube,video,influencer,kimjebeop,2025-06-21,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-21
youtube,video,influencer,sunjamom,2025-06-21,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-21
kakao,text,chatroom,menu_gongjindan,2025-06-21,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-21
youtube,video,influencer,joetube,2025-06-20,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-20
youtube,video,influencer,sunjamom,2025-06-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-20
localplay,free,chuseok,ohnew,2025-06-20,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-06-20
youtube,video,influencer,joetube,2025-06-19,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-19
youtube,video,influencer,sunjamom,2025-06-19,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-19
kakao,text,chatroom,menu_brand,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-19
teampower,free,chuseok,154,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,124000,-,1,2133000,-,2,109,2025-06-19
kakao,text,chatroom,menu_kyungokgo,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-19
kakao,text,kakaofeed,250528_1,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-19
kakao,text,welcomemsg,homepage,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-19
kakao,text,kakaofeed,250528_4,2025-06-19,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-06-19
youtube,video,influencer,joetube,2025-06-18,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-18
kakao,text,chatroom,menu_gongjindan,2025-06-18,3,0,0,0,0.0,0.0,0.0,300000,사향공진단 라이트 (1),300000,사향공진단 라이트 (1),300000,사향공진단 라이트 (1),30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-18
kakao,text,chatroom,menu_kyungokgo,2025-06-18,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-18
blog,text,ad,keyword6,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1092000,-,0,1962000,-,0,1962000,-,0,206,2025-06-18
youtube,video,influencer,sunjamom,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-18
kakao,text,kakaofeed,mar_wk2_3,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3530000,-,0,4110000,-,0,4258000,-,0,42,2025-06-18
kakao,text,kakaofeed,240512,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3504000,-,1,4843000,-,2,6886000,-,4,117,2025-06-18
kakao,text,kakaofeed,mar_wk2_2,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2064000,-,1,2656000,-,2,2804000,-,2,61,2025-06-18
kakao,text,welcomemsg,homepage,2025-06-18,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-18
kakao,text,chatroom,menu_gongjindan,2025-06-17,4,0,0,0,0.0,0.0,0.0,0,-,613000,"녹용공진단 (1), 사향공진단 (1)",613000,"녹용공진단 (1), 사향공진단 (1)",30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-17
youtube,video,influencer,joetube,2025-06-17,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-17
localplay,free,chuseok,playnii,2025-06-17,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,296000,-,2,296000,-,2,296000,-,2,66,2025-06-17
youtube,video,influencer,sunjamom,2025-06-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-17
kakao,text,chatroom,menu_brand,2025-06-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-17
kakao,text,welcomemsg,homepage,2025-06-17,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-17
youtube,video,influencer,joetube,2025-06-16,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-16
kakao,text,chatroom,menu_brand,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-16
kakao,text,chatroom,menu_gongjindan,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-16
kakao,text,kakaofeed,feb_wk1,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,444000,-,1,444000,-,1,444000,-,1,119,2025-06-16
localplay,free,chuseok,ohnew,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-06-16
kakao,text,kakaofeed,240430_1,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,1814000,-,0,3479000,-,0,4034000,-,0,68,2025-06-16
kakao,text,welcomemsg,homepage,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-16
kakao,text,kakaofeed,250528_1,2025-06-16,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-16
youtube,video,influencer,joetube,2025-06-15,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-15
youtube,video,influencer,sunjamom,2025-06-15,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-15
kakao,text,chatroom,menu_gongjindan,2025-06-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-15
youtube,video,influencer,kimjebeop,2025-06-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-15
blind,feed_banner,202309_thanksgiving,gongjindan,2025-06-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,4,2025-06-15
kakao,text,chatroom,menu_kyungokgo,2025-06-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-15
teampower,free,chuseok,6,2025-06-15,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-06-15
youtube,video,influencer,joetube,2025-06-14,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-14
kakao,text,chatroom,menu_kyungokgo,2025-06-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-14
kakao,text,chatroom,menu_gongjindan,2025-06-14,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-14
youtube,video,influencer,kimjebeop,2025-06-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-14
kakao,text,kakaofeed,240424,2025-06-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2727000,-,0,3503000,-,1,3503000,-,1,268,2025-06-14
kakao,text,chatroom,menu_brand,2025-06-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-14
kakao,text,welcomemsg,homepage,2025-06-14,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-14
kakao,text,chatroom,menu_kyungokgo,2025-06-13,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-13
kakao,text,chatroom,menu_gongjindan,2025-06-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-13
youtube,video,influencer,kimjebeop,2025-06-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-13
youtube,video,influencer,joetube,2025-06-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-13
youtube,video,influencer,sunjamom,2025-06-13,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-13
youtube,video,influencer,jojaewon,2025-06-13,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2025-06-13
youtube,video,influencer,joetube,2025-06-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-12
youtube,video,influencer,sunjamom,2025-06-12,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-12
kakao,text,chatroom,menu_gongjindan,2025-06-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-12
kakao,text,welcomemsg,homepage,2025-06-12,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-12
kakao,text,chatroom,menu_brand,2025-06-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-12
kakao,text,chatroom,menu_kyungokgo,2025-06-12,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-12
youtube,video,influencer,joetube,2025-06-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-11
youtube,video,influencer,sunjamom,2025-06-11,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-11
kakao,text,chatroom,menu_brand,2025-06-11,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-11
blog,text,owned,sweetners,2025-06-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,2,2025-06-11
teampower,free,chuseok,20,2025-06-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,360,2025-06-11
kakao,text,chatroom,menu_gongjindan,2025-06-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-11
youtube,video,influencer,jojaewon,2025-06-11,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2025-06-11
kakao,text,welcomemsg,homepage,2025-06-11,1,0,0,0,0.0,0.0,0.0,301000,사향공진단 라이트 (2),301000,사향공진단 라이트 (2),301000,사향공진단 라이트 (2),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-11
youtube,video,influencer,joetube,2025-06-10,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-10
youtube,video,influencer,sunjamom,2025-06-10,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-10
kakao,text,kakaofeed,250528_1,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-10
blog,text,owned,nokyong,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,8,2025-06-10
instagram,text,profile,littly_link05,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,29,2025-06-10
kakao,text,chatroom,menu_kyungokgo,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-10
instagram,text,profile,littly_link04,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,11,2025-06-10
kakao,text,kakaofeed,250528_2,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-06-10
kakao,text,kakaofeed,240512,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3504000,-,1,4843000,-,2,6886000,-,4,117,2025-06-10
youtube,video,influencer,kimjebeop,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-10
kakao,text,kakaofeed,250528_3,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,4246000,-,2,4930000,-,2,4930000,-,2,24,2025-06-10
localplay,free,chuseok,ohnew,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,349000,-,1,349000,-,1,349000,-,1,178,2025-06-10
kakao,text,welcomemsg,homepage,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-10
kakao,text,kakaofeed,240430_3,2025-06-10,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,149000,-,0,149000,-,0,149000,-,0,27,2025-06-10
youtube,video,influencer,joetube,2025-06-09,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-09
kakao,text,welcomemsg,homepage,2025-06-09,2,0,0,0,0.0,0.0,0.0,0,-,301000,사향공진단 라이트 (2),301000,사향공진단 라이트 (2),34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-09
localplay,free,chuseok,dongmyungdang,2025-06-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,7,2025-06-09
kakao,text,kakaofeed,250528_4,2025-06-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-06-09
youtube,video,influencer,sunjamom,2025-06-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-09
kakao,text,kakaofeed,240512,2025-06-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3504000,-,1,4843000,-,2,6886000,-,4,117,2025-06-09
teampower,free,chuseok,6,2025-06-09,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,232,2025-06-09
youtube,video,influencer,joetube,2025-06-08,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-08
kakao,text,welcomemsg,homepage,2025-06-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-08
youtube,video,influencer,sunjamom,2025-06-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-08
youtube,video,influencer,kimjebeop,2025-06-08,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-08
kakao,text,chatroom,menu_brand,2025-06-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-08
blog,text,ad,keyword6,2025-06-08,1,0,0,0,0.0,0.0,0.0,0,-,870000,사향공진단 (4),870000,사향공진단 (4),1092000,-,0,1962000,-,0,1962000,-,0,206,2025-06-08
kakao,text,chatroom,menu_gongjindan,2025-06-08,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-08
youtube,video,influencer,joetube,2025-06-07,5,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-07
kakao,text,kakaofeed,250528_1,2025-06-07,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-07
kakao,text,chatroom,menu_kyungokgo,2025-06-07,2,1,1,1,50.0,50.0,50.0,124000,경옥고 (1),124000,경옥고 (1),124000,경옥고 (1),18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-07
youtube,video,influencer,sunjamom,2025-06-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-07
kakao,text,chatroom,menu_brand,2025-06-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-07
kakao,text,welcomemsg,homepage,2025-06-07,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-07
kakao,text,chatroom,menu_gongjindan,2025-06-06,3,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-06
youtube,video,influencer,joetube,2025-06-06,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-06
kakao,text,chatroom,menu_kyungokgo,2025-06-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-06
kakao,text,welcomemsg,homepage,2025-06-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-06
kakao,text,chatroom,menu_brand,2025-06-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-06
kakao,text,kakaofeed,250528_1,2025-06-06,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-06
kakao,text,kakaofeed,250528_1,2025-06-05,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-05
youtube,video,influencer,joetube,2025-06-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-05
youtube,video,influencer,sunjamom,2025-06-05,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-05
kakao,text,chatroom,menu_brand,2025-06-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-04
youtube,video,influencer,joetube,2025-06-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-04
kakao,text,chatroom,menu_kyungokgo,2025-06-04,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-04
kakao,text,chatroom,menu_gongjindan,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-04
youtube,video,influencer,sunjamom,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-04
kakao,text,kakaofeed,250528_2,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,3270000,-,1,3270000,-,1,3270000,-,1,39,2025-06-04
kakao,text,kakaofeed,250528_4,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,0,-,0,0,-,0,0,-,0,34,2025-06-04
youtube,video,influencer,jojaewon,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,148000,-,0,148000,-,0,148000,-,0,1624,2025-06-04
kakao,text,welcomemsg,homepage,2025-06-04,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-04
youtube,video,influencer,sunjamom,2025-06-03,4,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,6217000,-,0,7006000,-,1,8501000,-,2,7669,2025-06-03
youtube,video,influencer,kimjebeop,2025-06-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-03
kakao,text,welcomemsg,homepage,2025-06-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,34195000,-,11,45942000,-,15,52068000,-,19,798,2025-06-03
youtube,video,influencer,joetube,2025-06-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,76485000,-,6,96851000,-,10,108051000,-,11,48285,2025-06-03
kakao,text,chatroom,menu_gongjindan,2025-06-03,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,30489000,-,14,31462000,-,14,38776000,-,19,1060,2025-06-03
kakao,text,chatroom,menu_kyungokgo,2025-06-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,18049000,녹용경옥고 (3),13,18509000,녹용경옥고 (3),15,19260000,녹용경옥고 (3),15,846,2025-06-03
kakao,text,kakaofeed,250528_1,2025-06-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,2056000,-,1,2056000,-,1,2056000,-,1,57,2025-06-03
kakao,text,chatroom,menu_brand,2025-06-03,1,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,12145000,-,3,13190000,-,3,15732000,-,4,490,2025-06-03
youtube,video,influencer,kimjebeop,2025-06-02,2,0,0,0,0.0,0.0,0.0,0,-,0,-,0,-,465000,-,0,465000,-,0,465000,-,0,2187,2025-06-02
